Time started: 2026-01-13 15:59:39.491314
Backend: ibm_boston
Problems: ["Grover's Algorithm"]

problem,num_qubits,shots,end_time,time_ms,usage_estimation,results,metadata
Grover's Algorithm,5,2048,2026-01-13T21:11:33.941063Z,5192.314,4.122292721,"{'00100': 80, '01011': 77, '00001': 44, '10011': 286, '11110': 56, '10101': 79, '11001': 67, '10111': 74, '01000': 56, '11010': 61, '00111': 83, '01001': 81, '11100': 53, '01010': 68, '01100': 51, '11011': 56, '11000': 64, '00101': 71, '00011': 79, '11111': 43, '00010': 31, '00110': 50, '10001': 53, '01101': 49, '10100': 25, '01110': 44, '10010': 53, '00000': 45, '10110': 34, '01111': 51, '10000': 38, '11101': 46}","Iterations: 1, Target string: 10011"
Grover's Algorithm,5,2048,2026-01-13T21:11:51.461836Z,5759.857,4.122292721,"{'00000': 347, '01110': 45, '10110': 63, '10000': 67, '00011': 30, '01100': 56, '00100': 91, '10010': 41, '11010': 52, '01001': 61, '11001': 73, '11101': 45, '01101': 66, '11011': 42, '01111': 43, '01000': 67, '00001': 48, '10100': 73, '10101': 51, '00111': 47, '01010': 74, '11000': 77, '00101': 53, '00010': 62, '00110': 62, '11111': 33, '11110': 52, '11100': 49, '10111': 37, '01011': 61, '10001': 47, '10011': 33}","Iterations: 1, Target string: 00000"
Grover's Algorithm,5,2048,2026-01-13T21:12:08.843672Z,5552.911,4.122292721,"{'10101': 92, '00101': 99, '01010': 48, '00000': 47, '00100': 92, '11111': 62, '01001': 58, '10011': 35, '01101': 354, '10100': 71, '11100': 52, '11101': 61, '10001': 50, '01111': 72, '01110': 35, '01000': 48, '11110': 39, '10000': 49, '00111': 69, '11011': 43, '10111': 64, '11001': 30, '00010': 35, '00001': 42, '10010': 30, '00110': 59, '01011': 48, '11000': 41, '11010': 53, '10110': 49, '01100': 88, '00011': 33}","Iterations: 1, Target string: 01101"
Grover's Algorithm,5,2048,2026-01-13T21:12:26.230862Z,5643.558,4.122292721,"{'10010': 51, '10000': 43, '00011': 43, '01000': 58, '01011': 87, '11001': 77, '11000': 72, '01100': 76, '00111': 42, '01110': 59, '11101': 63, '00010': 41, '11011': 284, '10110': 57, '11110': 53, '11100': 40, '10100': 55, '00101': 42, '01001': 47, '10011': 59, '01101': 76, '00110': 46, '10001': 53, '00000': 54, '10101': 47, '11010': 62, '01010': 74, '11111': 82, '01111': 67, '00001': 44, '00100': 36, '10111': 58}","Iterations: 1, Target string: 11011"
Grover's Algorithm,5,2048,2026-01-13T21:12:43.26802Z,5324.553,4.122292721,"{'10110': 364, '01101': 75, '01100': 83, '01011': 34, '00101': 52, '10001': 32, '00110': 98, '11100': 80, '10010': 43, '01111': 56, '00001': 36, '01000': 37, '11111': 62, '10111': 51, '00010': 65, '01010': 33, '11010': 37, '00100': 67, '00011': 27, '00000': 32, '11110': 71, '10100': 89, '01110': 99, '11001': 48, '10000': 52, '11101': 55, '00111': 61, '10011': 32, '11011': 38, '10101': 63, '01001': 30, '11000': 46}","Iterations: 1, Target string: 10110"
Grover's Algorithm,5,2048,2026-01-13T21:13:01.799858Z,6845.017,4.122292721,"{'01100': 74, '10101': 68, '01111': 82, '11101': 337, '01010': 68, '11001': 66, '00000': 33, '00101': 83, '11111': 80, '10011': 24, '01011': 54, '01101': 110, '01000': 48, '10010': 27, '11000': 53, '01110': 54, '01001': 56, '11010': 29, '10001': 38, '10100': 64, '00001': 47, '00110': 50, '11110': 40, '00011': 33, '00111': 59, '10110': 52, '00010': 23, '10111': 82, '11100': 84, '00100': 71, '10000': 27, '11011': 32}","Iterations: 1, Target string: 11101"
Grover's Algorithm,5,2048,2026-01-13T21:13:19.190715Z,5622.818,4.122292721,"{'10110': 43, '10101': 58, '11001': 44, '11101': 75, '00101': 86, '01110': 79, '10111': 72, '00011': 69, '01101': 93, '01001': 35, '11000': 56, '00111': 337, '11111': 76, '01010': 61, '01000': 60, '01100': 64, '10001': 35, '10100': 44, '11010': 39, '11110': 59, '10000': 33, '10011': 44, '10010': 26, '00110': 79, '11011': 34, '00100': 56, '01111': 72, '11100': 60, '00001': 51, '01011': 36, '00010': 35, '00000': 37}","Iterations: 1, Target string: 00111"
Grover's Algorithm,5,2048,2026-01-13T21:13:36.59266Z,5618.844,4.122292721,"{'11101': 53, '10100': 81, '00100': 77, '00010': 76, '01100': 55, '00000': 335, '10001': 50, '01101': 69, '10110': 57, '01011': 60, '11111': 37, '10101': 52, '01110': 45, '11000': 54, '01111': 45, '00110': 74, '00111': 40, '01001': 74, '00001': 56, '00101': 47, '11010': 55, '11001': 60, '01010': 51, '11011': 52, '10010': 46, '11100': 51, '10111': 33, '01000': 81, '00011': 34, '10000': 61, '10011': 41, '11110': 46}","Iterations: 1, Target string: 00000"
Grover's Algorithm,5,2048,2026-01-13T21:13:54.043699Z,6000.426,4.122292721,"{'10100': 64, '11001': 57, '11000': 347, '01001': 59, '01011': 54, '01110': 66, '00110': 43, '11101': 65, '11010': 83, '10101': 49, '01111': 56, '01010': 65, '10000': 53, '11100': 90, '10010': 41, '11011': 54, '00011': 40, '00001': 43, '00111': 40, '00100': 49, '01100': 77, '10011': 34, '00010': 49, '11110': 47, '01000': 109, '11111': 33, '10001': 36, '10111': 37, '01101': 69, '00000': 55, '00101': 46, '10110': 38}","Iterations: 1, Target string: 11000"
Grover's Algorithm,5,2048,2026-01-13T21:14:12.055154Z,5990.041,4.122292721,"{'00000': 68, '10010': 73, '10100': 40, '00010': 75, '11100': 47, '10001': 54, '00100': 57, '11001': 64, '10110': 66, '10000': 50, '11000': 41, '01010': 366, '11101': 42, '00001': 52, '01101': 40, '00101': 62, '00110': 63, '10101': 43, '11010': 56, '10111': 38, '00011': 65, '01000': 77, '01011': 45, '01111': 53, '00111': 63, '01100': 57, '10011': 49, '01110': 57, '01001': 69, '11111': 39, '11110': 44, '11011': 33}","Iterations: 1, Target string: 01010"
Grover's Algorithm,5,2048,2026-01-13T21:14:29.690692Z,6004.368,4.122292721,"{'01100': 57, '11000': 76, '10000': 68, '10001': 294, '00110': 44, '10110': 28, '11001': 68, '00010': 38, '01011': 61, '10010': 38, '11101': 56, '01001': 79, '00001': 86, '10100': 40, '00000': 42, '01101': 61, '01010': 74, '10111': 66, '01000': 76, '11110': 47, '01110': 37, '10011': 73, '01111': 54, '10101': 81, '00101': 66, '00100': 51, '11010': 46, '11011': 36, '11111': 41, '00011': 55, '00111': 52, '11100': 57}","Iterations: 1, Target string: 10001"
Grover's Algorithm,5,2048,2026-01-13T21:14:46.852891Z,5406.506,4.122292721,"{'10110': 49, '11101': 66, '10011': 44, '10000': 335, '01110': 42, '11010': 66, '11001': 60, '11111': 40, '10001': 46, '11100': 65, '01100': 64, '10111': 20, '10010': 61, '00110': 55, '01111': 29, '11110': 63, '01101': 55, '01000': 77, '00100': 79, '00001': 44, '01011': 43, '00111': 39, '11000': 69, '10101': 56, '00101': 52, '11011': 53, '01010': 65, '00000': 78, '01001': 73, '10100': 64, '00011': 40, '00010': 56}","Iterations: 1, Target string: 10000"
Grover's Algorithm,5,2048,2026-01-13T21:15:04.070411Z,5524.202,4.122292721,"{'10011': 51, '00110': 71, '01010': 369, '00101': 51, '10110': 47, '01101': 50, '00000': 64, '00011': 66, '11101': 53, '11010': 60, '00111': 54, '10010': 58, '00010': 77, '11111': 31, '10100': 49, '11100': 58, '10000': 56, '01000': 95, '00100': 48, '01011': 62, '01110': 72, '01100': 45, '11001': 43, '10101': 36, '10111': 56, '11011': 40, '01111': 39, '01001': 47, '11000': 41, '00001': 68, '11110': 51, '10001': 40}","Iterations: 1, Target string: 01010"
Grover's Algorithm,5,2048,2026-01-13T21:15:21.421616Z,5558.729,4.122292721,"{'10100': 68, '11011': 68, '11111': 52, '00000': 43, '00001': 41, '01000': 74, '01011': 76, '10111': 37, '10001': 31, '01010': 77, '00011': 54, '01111': 56, '11110': 52, '10010': 314, '10110': 69, '00111': 39, '11000': 57, '11001': 60, '10101': 34, '00101': 55, '00100': 68, '11101': 47, '01001': 53, '00010': 74, '01110': 65, '00110': 78, '11100': 53, '01101': 45, '01100': 50, '10000': 62, '10011': 45, '11010': 51}","Iterations: 1, Target string: 10010"
Grover's Algorithm,5,2048,2026-01-13T21:15:38.260089Z,5069.641,4.122292721,"{'01001': 350, '00110': 30, '10001': 71, '10101': 69, '00000': 47, '10010': 40, '00001': 90, '11001': 77, '00100': 53, '11011': 42, '01000': 88, '00011': 54, '01101': 103, '10011': 47, '11111': 53, '01100': 48, '10111': 35, '11110': 43, '00101': 80, '00010': 48, '11100': 47, '00111': 55, '10100': 49, '11101': 60, '11000': 49, '11010': 35, '01110': 44, '01010': 49, '01011': 57, '10000': 51, '01111': 49, '10110': 35}","Iterations: 1, Target string: 01001"
Grover's Algorithm,5,2048,2026-01-13T21:15:55.616567Z,5608.023,4.122292721,"{'10110': 72, '00000': 42, '01111': 368, '10010': 28, '01010': 53, '01101': 72, '00101': 78, '00111': 105, '10101': 53, '11001': 34, '01110': 59, '00110': 81, '00001': 39, '01011': 62, '11111': 75, '11101': 58, '10100': 61, '00011': 38, '11100': 50, '01100': 62, '01000': 48, '10111': 99, '11011': 41, '10011': 44, '10001': 42, '10000': 31, '01001': 34, '00010': 37, '11110': 39, '00100': 51, '11010': 38, '11000': 54}","Iterations: 1, Target string: 01111"
Grover's Algorithm,5,2048,2026-01-13T21:16:13.613386Z,6395.934,4.122292721,"{'00101': 53, '10111': 376, '11100': 61, '00111': 105, '01001': 35, '11101': 79, '00100': 59, '10011': 47, '11001': 33, '10010': 16, '01011': 30, '10110': 73, '01100': 70, '11111': 73, '10101': 84, '01110': 63, '10001': 52, '00000': 68, '01101': 72, '00110': 67, '11000': 49, '01111': 87, '10100': 54, '00001': 38, '01000': 44, '11010': 36, '11110': 47, '00011': 65, '11011': 36, '10000': 28, '01010': 31, '00010': 17}","Iterations: 1, Target string: 10111"
Grover's Algorithm,5,2048,2026-01-13T21:16:30.99523Z,5695.513,4.122292721,"{'00011': 331, '11011': 77, '11010': 55, '10001': 50, '10100': 39, '10111': 66, '01110': 69, '00111': 79, '11101': 55, '01101': 50, '11110': 34, '00010': 54, '00001': 64, '11001': 52, '11111': 61, '00100': 52, '10101': 64, '11000': 75, '10110': 43, '01010': 69, '00110': 53, '01000': 85, '10011': 60, '10010': 28, '01111': 39, '01100': 55, '00000': 33, '11100': 38, '10000': 29, '00101': 66, '01001': 70, '01011': 53}","Iterations: 1, Target string: 00011"
Grover's Algorithm,5,2048,2026-01-13T21:16:48.167875Z,5242.897,4.122292721,"{'01110': 61, '01010': 46, '00100': 66, '00111': 111, '01000': 37, '01101': 78, '10101': 96, '11100': 66, '10100': 48, '00001': 41, '10110': 63, '10111': 346, '00101': 63, '11010': 41, '00000': 37, '11110': 57, '01111': 76, '11101': 68, '01100': 87, '11011': 38, '00110': 73, '01011': 30, '00011': 59, '00010': 22, '11111': 71, '01001': 29, '10000': 34, '11000': 44, '10001': 52, '11001': 39, '10010': 23, '10011': 46}","Iterations: 1, Target string: 10111"

Time ended: 2026-01-13 16:17:00.059479
Time difference: 0 hours; 17 minutes; 20.568165 seconds
